target	status	commit	ci_job
mneextended | x86_64	success	720fc983058aff2e6f86eed9c49f353784cf770f	https://github.com/neurodesk/neurocontainers/actions/runs/34283161382/job/102252524023
modsort | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917198
mricrogl | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917303
mricron | x86_64	success	869adc47aea0d916ff9e2ecd602b73e3270ffe5d	https://github.com/neurodesk/neurocontainers/actions/runs/34315987992/job/102352237959
mricron_arm64 | aarch64	success	869adc47aea0d916ff9e2ecd602b73e3270ffe5d	https://github.com/neurodesk/neurocontainers/actions/runs/34315987992/job/102352237903
mriqc | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772160128
mritools | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917542
mrsimetabolicconnectome | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772160099
mrsiproc | x86_64	success	6bbb7a974946c1ed57023052ff0feba4807ed283	https://github.com/neurodesk/neurocontainers/actions/runs/34319003665/job/102361325234
mrtrix3 | x86_64	success	38cd3c62dea9f3af4af13a45fa6edbf4d94c1426	https://github.com/neurodesk/neurocontainers/actions/runs/34299590103/job/102303519203
mrtrix3src | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772160536
mrtrix3tissue | x86_64	success	c1f03b2b85e86573e1d5e78d9af55faf1d1cb2b5	https://github.com/neurodesk/neurocontainers/actions/runs/34316207020/job/102352883760
musclemap | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772160458
napari | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917604
nesvor | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772160723
networkcorrespondancetoolkit | x86_64	success	863604d056ed7c906fd5968c19ff2af3529b4409	https://github.com/neurodesk/neurocontainers/actions/runs/34284839411/job/102257956242
neurocommand | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772160884
neurodesktop-lite | x86_64	success	179ce385b29e33d9d4896142bb0712c61e1094b0	https://github.com/neurodesk/neurocontainers/actions/runs/34283066926/job/102252222673
neurodesktop-lite_arm64 | aarch64	success	179ce385b29e33d9d4896142bb0712c61e1094b0	https://github.com/neurodesk/neurocontainers/actions/runs/34283066926/job/102252222682
neurodock | x86_64	success	fc010581a96ad860dc0fab28487aa0bad61f0ac8	https://github.com/neurodesk/neurocontainers/actions/runs/34282950701/job/102251839467
nftsim | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772161623
nibabies | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772161813
niftymic | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772161841
niftyreg | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772162201
niftyreg_arm64 | aarch64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772162256
nighres | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772162353
nighres_arm64 | aarch64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772162456
niimath | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772162443
niimath_arm64 | aarch64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772162590
niistat | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917652
niistat_arm64 | aarch64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298658178/job/102300709134
nipype | x86_64	success	b44a7030c3317ac81aa9020780dc3409487464f0	https://github.com/neurodesk/neurocontainers/actions/runs/34285418838/job/102259803339
noddi | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772163397
openads | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772163231
openadscpu | x86_64	success	a7241f375f194b2f41ea1ddf2927afa86389d4c1	https://github.com/neurodesk/neurocontainers/actions/runs/34284368227/job/102256438227
openmsk | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772163588
openreconexample | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772163505
openreconi2iexample | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772163854
openrefine | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917712
openrefine_arm64 | aarch64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298658178/job/102300709128
oshyx | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772163933
osprey | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300917829
ospreybids | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772164007
palm | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772164001
palmettobug | x86_64	success	237eeab254d4478355d43ac88eb32ae8f1aacd24	https://github.com/neurodesk/neurocontainers/actions/runs/34130947151/job/101770701432
pals | x86_64	success	a7241f375f194b2f41ea1ddf2927afa86389d4c1	https://github.com/neurodesk/neurocontainers/actions/runs/34284368227/job/102256438189
panoptica | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918224
pcntoolkit | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918242
petprep | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918238
petu | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772164870
physio | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772165070
prequal | x86_64	success	38cd3c62dea9f3af4af13a45fa6edbf4d94c1426	https://github.com/neurodesk/neurocontainers/actions/runs/34299590103/job/102303519178
prostatefiducialseg | x86_64	success	f3c5d3ea9c933936967f637b85b57108ad693c8b	https://github.com/neurodesk/neurocontainers/actions/runs/34315958615/job/102352152488
prostatefiducialseg_arm64 | aarch64	success	f3c5d3ea9c933936967f637b85b57108ad693c8b	https://github.com/neurodesk/neurocontainers/actions/runs/34315958615/job/102352152539
pydeface | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918344
qmrlab | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772165127
qsiprep | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918439
qsirecon | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918496
qsmbly | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918594
qsmxt | x86_64	success	237eeab254d4478355d43ac88eb32ae8f1aacd24	https://github.com/neurodesk/neurocontainers/actions/runs/34130947151/job/101770701363
quickshear | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772165260
qupath | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300918525
rabies | x86_64	success	ab577dbf29e08efa9c7ff85e6a4efb67554192d3	https://github.com/neurodesk/neurocontainers/actions/runs/34315721827/job/102351473461
radtract | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772165278
rapidtide | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300919006
relion | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772165369
romeo | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772165595
root | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772166443
rshrf | x86_64	success	13fdb1eba6feac899cd9c66e466efc1772c0a597	https://github.com/neurodesk/neurocontainers/actions/runs/34315497170/job/102350770782
rstudio | x86_64	success	af4b1cc136e8b622d5de7e6084c6de4da93b1265	https://github.com/neurodesk/neurocontainers/actions/runs/34297376581/job/102296871799
samri | x86_64	success	396c5013c639845b4cd609dcc0822680f6fae027	https://github.com/neurodesk/neurocontainers/actions/runs/34315446561/job/102350624862
samsrfx | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251500969
segmentator | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300919267
segmentator_arm64 | aarch64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298658178/job/102300709903
sigviewer | x86_64	success	62e3d70fe728ca3ec7b1aad4d1b2bea30672fdac	https://github.com/neurodesk/neurocontainers/actions/runs/34285493067/job/102260067222
slicer | x86_64	success	d0f9d9d8deb322f0e222ee11127e9f42d6b9c877	https://github.com/neurodesk/neurocontainers/actions/runs/34296977152/job/102295665924
slicersalt | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772166655
sodiumgridding | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772166711
sodiumgriddingptpi | x86_64	success	08357d23d46b03658f8d74671ac700ad72bf55af	https://github.com/neurodesk/neurocontainers/actions/runs/34283098244/job/102252307765
sodiumnufft | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772166694
soopct | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251500961
sovabids | x86_64	success	402d8978520c699ac0d1e0b470b10b2e4efc3c66	https://github.com/neurodesk/neurocontainers/actions/runs/34297350084/job/102296790758
spant | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772167632
spant_arm64 | aarch64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772168098
spinalcordtoolbox | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772167950
spinalcordtoolbox_gpu | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772168136
spm12 | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772168013
spm12bi | x86_64	success	08357d23d46b03658f8d74671ac700ad72bf55af	https://github.com/neurodesk/neurocontainers/actions/runs/34283098244/job/102252307889
spm25 | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300919271
spmpython | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300919278
spmpython_arm64 | aarch64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298658178/job/102300710071
startrack | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772168269
surfice | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772168120
svrtk | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772168348
syncro | x86_64	success	cea102c7b92f329adebe40f8cc1893b4bb4bc43d	https://github.com/neurodesk/neurocontainers/actions/runs/34284717915/job/102257588725
synthseg | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772169091
synthstrip | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251500989
synthstroke | x86_64	success	cb8f78c21069989feffc4064873e85b009056436	https://github.com/neurodesk/neurocontainers/actions/runs/34284406620/job/102256604557
template | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772169626
terastitcher | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772169779
tgvqsm | x86_64	success	8da82616915ded82152b1e3c31b4ba293b64e28d	https://github.com/neurodesk/neurocontainers/actions/runs/34297938258/job/102298553128
tinyrange | x86_64	success	396c5013c639845b4cd609dcc0822680f6fae027	https://github.com/neurodesk/neurocontainers/actions/runs/34315368714/job/102350390652
tinyrange_arm64 | aarch64	success	396c5013c639845b4cd609dcc0822680f6fae027	https://github.com/neurodesk/neurocontainers/actions/runs/34315368714/job/102350390728
topaz | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251501010
topaz_arm64 | aarch64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251500897
topofit | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772170198
totalsegmentator | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282879917/job/102251640557
totalsegmentator_arm64 | aarch64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282879917/job/102251640474
trackvis | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772170904
tractseg | x86_64	success	de3d304ea83b7237672f636be40a15025e4714e9	https://github.com/neurodesk/neurocontainers/actions/runs/34317284650/job/102356106415
vertexwiser | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772171389
vesselboost | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772171560
vesselvio | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298014655/job/102298811287
vesselvio_arm64 | aarch64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298014655/job/102298811218
vina | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251500963
vina_arm64 | aarch64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282838480/job/102251500934
vmtk | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300919388
voreen | x86_64	success	669ee1cc9622fc65e71f77ca34717d5d2a666988	https://github.com/neurodesk/neurocontainers/actions/runs/34298722483/job/102300919548
wftfi | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772172201
workshopdemo | x86_64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282879917/job/102251640565
workshopdemo_arm64 | aarch64	success	2cf476642430667f6d601ac57bea6456400f833b	https://github.com/neurodesk/neurocontainers/actions/runs/34282879917/job/102251641595
xcpd | x86_64	success	0871231e2460e7a0218cf2f26ba60bdecc902779	https://github.com/neurodesk/neurocontainers/actions/runs/34131373058/job/101772172555
xnat | x86_64	success	6a83f356446d581646d65e409142998f649bb70e	https://github.com/neurodesk/neurocontainers/actions/runs/34300525911/job/102306297943
xnat_arm64 | aarch64	success	6a83f356446d581646d65e409142998f649bb70e	https://github.com/neurodesk/neurocontainers/actions/runs/34300525911/job/102306297905
